"행정구역","2026년08월_총인구수","2026년08월_세대수","2026년08월_세대당 인구","2026년08월_남자 인구수","2026년08월_여자 인구수","2026년08월_남여 비율"
"충청남도 금산군 복수면(4471038000)","2,794","1,667","          1.68","1,490","1,304","          1.14"
"충청남도 금산군 추부면(4471039000)","5,746","3,500","          1.64","3,069","2,677","          1.15"
"충청남도 부여군 (4476000000)","57,591","31,918","          1.80","28,715","28,876","          0.99"
"충청남도 부여군 부여읍(4476025000)","17,204","9,104","          1.89","8,500","8,704","          0.98"
"충청남도 부여군 규암면(4476031000)","11,194","5,676","          1.97","5,512","5,682","          0.97"
"충청남도 부여군 은산면(4476032000)","3,495","1,951","          1.79","1,769","1,726","          1.02"
"충청남도 부여군 외산면(4476033000)","2,103","1,286","          1.64","1,025","1,078","          0.95"
"충청남도 부여군 내산면(4476034000)","1,427","832","          1.72","720","707","          1.02"
"충청남도 부여군 구룡면(4476035000)","2,129","1,230","          1.73","1,056","1,073","          0.98"
"충청남도 부여군 홍산면(4476036000)","2,508","1,421","          1.76","1,231","1,277","          0.96"
"충청남도 부여군 옥산면(4476037000)","1,299","798","          1.63","633","666","          0.95"
"충청남도 부여군 남면(4476038000)","1,662","973","          1.71","798","864","          0.92"
"충청남도 부여군 충화면(4476039000)","1,038","656","          1.58","552","486","          1.14"
"충청남도 부여군 양화면(4476040000)","1,487","933","          1.59","713","774","          0.92"
"충청남도 부여군 임천면(4476041000)","2,518","1,523","          1.65","1,239","1,279","          0.97"
"충청남도 부여군 장암면(4476042000)","2,412","1,432","          1.68","1,221","1,191","          1.03"
"충청남도 부여군 세도면(4476043000)","2,753","1,620","          1.70","1,429","1,324","          1.08"
"충청남도 부여군 석성면(4476044000)","2,530","1,397","          1.81","1,357","1,173","          1.16"
"충청남도 부여군 초촌면(4476045000)","1,832","1,086","          1.69","960","872","          1.10"
"충청남도 서천군 (4477000000)","46,589","26,045","          1.79","23,232","23,357","          0.99"
"충청남도 서천군 장항읍(4477025000)","10,301","5,822","          1.77","5,246","5,055","          1.04"
"충청남도 서천군 서천읍(4477025300)","12,330","6,064","          2.03","6,041","6,289","          0.96"
"충청남도 서천군 마서면(4477031000)","4,335","2,503","          1.73","2,173","2,162","          1.01"
"충청남도 서천군 화양면(4477032000)","1,992","1,175","          1.70","984","1,008","          0.98"
"충청남도 서천군 기산면(4477033000)","1,440","882","          1.63","727","713","          1.02"
"충청남도 서천군 한산면(4477034000)","2,217","1,322","          1.68","1,049","1,168","          0.90"
"충청남도 서천군 마산면(4477035000)","1,365","792","          1.72","664","701","          0.95"
"충청남도 서천군 시초면(4477036000)","1,105","674","          1.64","550","555","          0.99"
"충청남도 서천군 문산면(4477037000)","1,153","709","          1.63","585","568","          1.03"
"충청남도 서천군 판교면(4477038000)","1,870","1,123","          1.67","924","946","          0.98"
"충청남도 서천군 종천면(4477039000)","1,940","1,183","          1.64","961","979","          0.98"
"충청남도 서천군 비인면(4477040000)","2,684","1,559","          1.72","1,330","1,354","          0.98"
"충청남도 서천군 서면(4477041000)","3,857","2,237","          1.72","1,998","1,859","          1.07"
"충청남도 청양군 (4479000000)","30,010","17,017","          1.76","15,456","14,554","          1.06"
"충청남도 청양군 청양읍(4479025000)","10,367","5,768","          1.80","5,370","4,997","          1.07"
"충청남도 청양군 운곡면(4479031000)","1,996","1,183","          1.69","1,011","985","          1.03"
"충청남도 청양군 대치면(4479032000)","2,167","1,235","          1.75","1,125","1,042","          1.08"
"충청남도 청양군 정산면(4479033000)","3,540","2,001","          1.77","1,848","1,692","          1.09"
"충청남도 청양군 목면(4479034000)","1,414","792","          1.79","743","671","          1.11"
"충청남도 청양군 청남면(4479035000)","1,765","1,008","          1.75","925","840","          1.10"
"충청남도 청양군 장평면(4479036000)","2,212","1,232","          1.80","1,131","1,081","          1.05"
"충청남도 청양군 남양면(4479037000)","2,553","1,486","          1.72","1,275","1,278","          1.00"
"충청남도 청양군 화성면(4479038000)","1,991","1,146","          1.74","1,015","976","          1.04"
"충청남도 청양군 비봉면(4479039000)","2,005","1,166","          1.72","1,013","992","          1.02"
"충청남도 홍성군 (4480000000)","101,814","51,388","          1.98","50,985","50,829","          1.00"
"충청남도 홍성군 홍성읍(4480025000)","33,777","17,475","          1.93","16,781","16,996","          0.99"
"충청남도 홍성군 광천읍(4480025300)","7,039","4,046","          1.74","3,434","3,605","          0.95"
"충청남도 홍성군 홍북읍(4480025600)","38,951","17,177","          2.27","19,610","19,341","          1.01"
"충청남도 홍성군 금마면(4480032000)","3,172","1,834","          1.73","1,620","1,552","          1.04"
"충청남도 홍성군 홍동면(4480033000)","3,180","1,715","          1.85","1,616","1,564","          1.03"
"충청남도 홍성군 장곡면(4480034000)","2,631","1,531","          1.72","1,289","1,342","          0.96"
"충청남도 홍성군 은하면(4480035000)","1,945","1,128","          1.72","1,029","916","          1.12"
"충청남도 홍성군 결성면(4480036000)","1,889","1,116","          1.69","935","954","          0.98"
"충청남도 홍성군 서부면(4480037000)","2,893","1,639","          1.77","1,437","1,456","          0.99"
"충청남도 홍성군 갈산면(4480038000)","3,201","1,901","          1.68","1,628","1,573","          1.03"
"충청남도 홍성군 구항면(4480039000)","3,136","1,826","          1.72","1,606","1,530","          1.05"
"충청남도 예산군 (4481000000)","78,133","41,187","          1.90","39,314","38,819","          1.01"
"충청남도 예산군 예산읍(4481025000)","28,824","14,897","          1.93","14,271","14,553","          0.98"
"충청남도 예산군 삽교읍(4481025300)","19,016","8,988","          2.12","9,503","9,513","          1.00"
"충청남도 예산군 대술면(4481031000)","2,160","1,278","          1.69","1,127","1,033","          1.09"
"충청남도 예산군 신양면(4481032000)","2,799","1,600","          1.75","1,437","1,362","          1.06"
"충청남도 예산군 광시면(4481033000)","2,749","1,625","          1.69","1,417","1,332","          1.06"
"충청남도 예산군 대흥면(4481034000)","1,628","951","          1.71","846","782","          1.08"
"충청남도 예산군 응봉면(4481035000)","2,165","1,225","          1.77","1,117","1,048","          1.07"
"충청남도 예산군 덕산면(4481036000)","5,939","3,369","          1.76","2,921","3,018","          0.97"
"충청남도 예산군 봉산면(4481037000)","2,294","1,290","          1.78","1,172","1,122","          1.04"
"충청남도 예산군 고덕면(4481038000)","3,901","2,213","          1.76","2,022","1,879","          1.08"
"충청남도 예산군 신암면(4481039000)","3,015","1,730","          1.74","1,565","1,450","          1.08"
"충청남도 예산군 오가면(4481040000)","3,643","2,021","          1.80","1,916","1,727","          1.11"
"충청남도 태안군 (4482500000)","58,858","33,402","          1.76","29,860","28,998","          1.03"
"충청남도 태안군 태안읍(4482525000)","28,484","14,918","          1.91","14,436","14,048","          1.03"
"충청남도 태안군 안면읍(4482525300)","7,568","4,527","          1.67","3,803","3,765","          1.01"
"충청남도 태안군 고남면(4482531000)","2,187","1,306","          1.67","1,079","1,108","          0.97"
"충청남도 태안군 남면(4482532000)","4,079","2,498","          1.63","2,092","1,987","          1.05"
"충청남도 태안군 근흥면(4482533000)","5,209","3,250","          1.60","2,692","2,517","          1.07"
"충청남도 태안군 소원면(4482534000)","5,076","3,098","          1.64","2,514","2,562","          0.98"
"충청남도 태안군 원북면(4482535000)","4,150","2,569","          1.62","2,156","1,994","          1.08"
"충청남도 태안군 이원면(4482536000)","2,105","1,236","          1.70","1,088","1,017","          1.07"
"전북특별자치도  (5200000000)","1,716,965","874,337","          1.96","855,796","861,169","          0.99"
"전북특별자치도 전주시 (5211000000)","618,908","297,574","          2.08","303,444","315,464","          0.96"
"전북특별자치도 전주시 완산구 (5211100000)","312,490","152,917","          2.04","151,342","161,148","          0.94"
"전북특별자치도 전주시 완산구 중앙동(5211151000)","9,374","4,791","          1.96","4,616","4,758","          0.97"
"전북특별자치도 전주시 완산구 풍남동(5211153000)","3,278","2,112","          1.55","1,604","1,674","          0.96"
"전북특별자치도 전주시 완산구 노송동(5211160500)","9,810","5,272","          1.86","4,800","5,010","          0.96"
"전북특별자치도 전주시 완산구 완산동(5211163500)","4,630","2,515","          1.84","2,254","2,376","          0.95"
"전북특별자치도 전주시 완산구 동서학동(5211165000)","5,518","3,069","          1.80","2,686","2,832","          0.95"
"전북특별자치도 전주시 완산구 서서학동(5211166000)","7,546","4,266","          1.77","3,658","3,888","          0.94"
"전북특별자치도 전주시 완산구 중화산1동(5211167100)","13,107","6,299","          2.08","6,165","6,942","          0.89"
"전북특별자치도 전주시 완산구 중화산2동(5211167200)","18,489","9,301","          1.99","9,276","9,213","          1.01"
"전북특별자치도 전주시 완산구 서신동(5211168000)","37,770","17,567","          2.15","18,363","19,407","          0.95"
"전북특별자치도 전주시 완산구 평화1동(5211169100)","11,384","7,000","          1.63","5,429","5,955","          0.91"
"전북특별자치도 전주시 완산구 평화2동(5211169200)","41,667","18,593","          2.24","19,896","21,771","          0.91"
"전북특별자치도 전주시 완산구 삼천1동(5211170100)","10,302","4,781","          2.15","4,986","5,316","          0.94"
"전북특별자치도 전주시 완산구 삼천2동(5211170200)","11,356","5,878","          1.93","5,403","5,953","          0.91"
"전북특별자치도 전주시 완산구 삼천3동(5211170300)","19,902","9,155","          2.17","9,470","10,432","          0.91"
"전북특별자치도 전주시 완산구 효자1동(5211171100)","11,603","5,279","          2.20","5,521","6,082","          0.91"
"전북특별자치도 전주시 완산구 효자2동(5211171200)","8,455","4,363","          1.94","4,024","4,431","          0.91"
"전북특별자치도 전주시 완산구 효자3동(5211171300)","13,438","6,019","          2.23","6,237","7,201","          0.87"
"전북특별자치도 전주시 완산구 효자4동(5211171400)","38,723","17,439","          2.22","18,851","19,872","          0.95"
"전북특별자치도 전주시 완산구 효자5동(5211173000)","36,138","19,218","          1.88","18,103","18,035","          1.00"
"전북특별자치도 전주시 덕진구 (5211300000)","306,418","144,657","          2.12","152,102","154,316","          0.99"
"전북특별자치도 전주시 덕진구 진북동(5211352500)","11,849","6,320","          1.87","5,679","6,170","          0.92"
"전북특별자치도 전주시 덕진구 인후1동(5211354000)","16,542","7,441","          2.22","7,928","8,614","          0.92"
"전북특별자치도 전주시 덕진구 인후2동(5211355000)","9,853","5,648","          1.74","4,803","5,050","          0.95"
"전북특별자치도 전주시 덕진구 인후3동(5211356000)","28,936","14,486","          2.00","14,218","14,718","          0.97"
"전북특별자치도 전주시 덕진구 덕진동(5211357000)","19,727","10,931","          1.80","10,062","9,665","          1.04"
"전북특별자치도 전주시 덕진구 금암동(5211357500)","17,891","11,799","          1.52","9,152","8,739","          1.05"
"전북특별자치도 전주시 덕진구 팔복동(5211360000)","7,017","4,448","          1.58","3,813","3,204","          1.19"
"전북특별자치도 전주시 덕진구 우아1동(5211361100)","11,427","5,791","          1.97","5,712","5,715","          1.00"
"전북특별자치도 전주시 덕진구 우아2동(5211361200)","13,424","7,781","          1.73","7,111","6,313","          1.13"
"전북특별자치도 전주시 덕진구 호성동(5211362000)","17,762","7,856","          2.26","8,443","9,319","          0.91"
"전북특별자치도 전주시 덕진구 송천1동(5211364100)","32,067","13,647","          2.35","15,846","16,221","          0.98"
"전북특별자치도 전주시 덕진구 송천2동(5211364200)","23,904","10,415","          2.30","11,625","12,279","          0.95"
"전북특별자치도 전주시 덕진구 송천3동(5211364300)","32,865","11,477","          2.86","16,289","16,576","          0.98"
"전북특별자치도 전주시 덕진구 조촌동(5211365000)","12,103","6,407","          1.89","6,157","5,946","          1.04"
"전북특별자치도 전주시 덕진구 여의동(5211366500)","15,243","7,059","          2.16","7,658","7,585","          1.01"
"전북특별자치도 전주시 덕진구 혁신동(5211367000)","35,808","13,151","          2.72","17,606","18,202","          0.97"
"전북특별자치도 군산시 (5213000000)","255,517","127,220","          2.01","129,690","125,827","          1.03"
"전북특별자치도 군산시 옥구읍(5213025000)","2,760","1,521","          1.81","1,408","1,352","          1.04"
"전북특별자치도 군산시 옥산면(5213031000)","4,149","1,852","          2.24","2,126","2,023","          1.05"
"전북특별자치도 군산시 회현면(5213032000)","2,928","1,440","          2.03","1,508","1,420","          1.06"
"전북특별자치도 군산시 임피면(5213033000)","2,327","1,362","          1.71","1,212","1,115","          1.09"
"전북특별자치도 군산시 서수면(5213034000)","2,259","1,252","          1.80","1,141","1,118","          1.02"
"전북특별자치도 군산시 대야면(5213035000)","4,285","2,415","          1.77","2,130","2,155","          0.99"
"전북특별자치도 군산시 개정면(5213036000)","2,620","1,406","          1.86","1,321","1,299","          1.02"
"전북특별자치도 군산시 성산면(5213037000)","2,424","1,328","          1.83","1,200","1,224","          0.98"
"전북특별자치도 군산시 나포면(5213038000)","1,957","1,140","          1.72","1,005","952","          1.06"
"전북특별자치도 군산시 옥도면(5213039000)","2,642","1,619","          1.63","1,485","1,157","          1.28"
"전북특별자치도 군산시 옥서면(5213040000)","2,484","1,422","          1.75","1,277","1,207","          1.06"
"전북특별자치도 군산시 해신동(5213051500)","1,876","1,139","          1.65","917","959","          0.96"
"전북특별자치도 군산시 월명동(5213053000)","4,328","2,563","          1.69","2,127","2,201","          0.97"
"전북특별자치도 군산시 신풍동(5213055000)","5,678","3,041","          1.87","2,800","2,878","          0.97"
"전북특별자치도 군산시 삼학동(5213056000)","4,798","2,859","          1.68","2,357","2,441","          0.97"
"전북특별자치도 군산시 중앙동(5213060500)","3,750","2,254","          1.66","1,885","1,865","          1.01"
"전북특별자치도 군산시 흥남동(5213064000)","10,946","5,470","          2.00","5,458","5,488","          0.99"
"전북특별자치도 군산시 조촌동(5213065000)","26,901","11,965","          2.25","13,461","13,440","          1.00"
"전북특별자치도 군산시 경암동(5213066000)","6,461","3,799","          1.70","3,212","3,249","          0.99"
"전북특별자치도 군산시 구암동(5213067000)","16,425","7,716","          2.13","8,307","8,118","          1.02"
"전북특별자치도 군산시 개정동(5213068000)","2,328","1,153","          2.02","1,186","1,142","          1.04"
"전북특별자치도 군산시 수송동(5213069000)","53,506","22,327","          2.40","26,839","26,667","          1.01"
"전북특별자치도 군산시 나운1동(5213070100)","12,233","6,409","          1.91","6,129","6,104","          1.00"
"전북특별자치도 군산시 나운2동(5213070200)","20,096","9,336","          2.15","9,661","10,435","          0.93"
"전북특별자치도 군산시 나운3동(5213070300)","29,470","14,838","          1.99","14,743","14,727","          1.00"
"전북특별자치도 군산시 소룡동(5213071000)","15,483","8,966","          1.73","8,767","6,716","          1.31"
"전북특별자치도 군산시 미성동(5213072000)","10,403","6,628","          1.57","6,028","4,375","          1.38"
"전북특별자치도 익산시 (5214000000)","266,639","134,320","          1.99","132,589","134,050","          0.99"
"전북특별자치도 익산시 함열읍(5214025000)","5,920","3,175","          1.86","2,913","3,007","          0.97"
"전북특별자치도 익산시 오산면(5214031000)","6,448","3,620","          1.78","3,188","3,260","          0.98"
"전북특별자치도 익산시 황등면(5214032000)","6,154","3,219","          1.91","3,102","3,052","          1.02"
"전북특별자치도 익산시 함라면(5214033000)","1,922","1,088","          1.77","952","970","          0.98"
"전북특별자치도 익산시 웅포면(5214034000)","1,383","798","          1.73","707","676","          1.05"
"전북특별자치도 익산시 성당면(5214035000)","1,653","959","          1.72","846","807","          1.05"
"전북특별자치도 익산시 용안면(5214036000)","2,270","1,340","          1.69","1,162","1,108","          1.05"
"전북특별자치도 익산시 낭산면(5214037000)","2,709","1,632","          1.66","1,421","1,288","          1.10"
"전북특별자치도 익산시 망성면(5214038000)","2,582","1,568","          1.65","1,294","1,288","          1.00"
"전북특별자치도 익산시 여산면(5214039000)","2,905","1,701","          1.71","1,482","1,423","          1.04"
"전북특별자치도 익산시 금마면(5214040000)","4,923","2,504","          1.97","2,547","2,376","          1.07"
"전북특별자치도 익산시 왕궁면(5214041000)","4,969","2,765","          1.80","2,554","2,415","          1.06"
"전북특별자치도 익산시 춘포면(5214042000)","4,156","2,424","          1.71","2,188","1,968","          1.11"
"전북특별자치도 익산시 삼기면(5214043000)","2,286","1,235","          1.85","1,179","1,107","          1.07"
"전북특별자치도 익산시 용동면(5214044000)","1,327","785","          1.69","649","678","          0.96"
"전북특별자치도 익산시 중앙동(5214052000)","2,968","1,922","          1.54","1,575","1,393","          1.13"
"전북특별자치도 익산시 평화동(5214053000)","6,000","3,132","          1.92","3,126","2,874","          1.09"
"전북특별자치도 익산시 인화동(5214056000)","5,668","3,355","          1.69","2,841","2,827","          1.00"
"전북특별자치도 익산시 동산동(5214057000)","19,229","9,767","          1.97","9,401","9,828","          0.96"
"전북특별자치도 익산시 마동(5214058000)","18,371","7,844","          2.34","9,208","9,163","          1.00"
"전북특별자치도 익산시 남중동(5214059500)","11,179","6,210","          1.80","5,707","5,472","          1.04"
"전북특별자치도 익산시 모현동(5214061000)","35,080","16,230","          2.16","16,957","18,123","          0.94"
"전북특별자치도 익산시 송학동(5214062000)","11,445","5,215","          2.19","5,646","5,799","          0.97"
"전북특별자치도 익산시 영등1동(5214064600)","19,337","9,124","          2.12","9,436","9,901","          0.95"
"전북특별자치도 익산시 영등2동(5214064700)","11,916","5,598","          2.13","5,783","6,133","          0.94"
"전북특별자치도 익산시 어양동(5214065200)","21,396","10,384","          2.06","10,462","10,934","          0.96"
"전북특별자치도 익산시 신동(5214065600)","15,555","9,917","          1.57","7,833","7,722","          1.01"
"전북특별자치도 익산시 팔봉동(5214067000)","5,936","2,648","          2.24","3,061","2,875","          1.06"
"전북특별자치도 익산시 삼성동(5214069000)","30,952","14,161","          2.19","15,369","15,583","          0.99"
"전북특별자치도 정읍시 (5218000000)","100,580","54,656","          1.84","50,293","50,287","          1.00"
"전북특별자치도 정읍시 신태인읍(5218025000)","4,820","2,857","          1.69","2,367","2,453","          0.96"
"전북특별자치도 정읍시 북면(5218031000)","3,762","2,209","          1.70","1,916","1,846","          1.04"
"전북특별자치도 정읍시 입암면(5218032000)","2,519","1,525","          1.65","1,264","1,255","          1.01"
"전북특별자치도 정읍시 소성면(5218033000)","1,852","1,160","          1.60","952","900","          1.06"
"전북특별자치도 정읍시 고부면(5218034000)","2,509","1,547","          1.62","1,278","1,231","          1.04"
"전북특별자치도 정읍시 영원면(5218035000)","1,578","988","          1.60","815","763","          1.07"
"전북특별자치도 정읍시 덕천면(5218036000)","1,570","963","          1.63","809","761","          1.06"
"전북특별자치도 정읍시 이평면(5218037000)","1,823","1,209","          1.51","929","894","          1.04"
"전북특별자치도 정읍시 정우면(5218038000)","2,265","1,423","          1.59","1,161","1,104","          1.05"
"전북특별자치도 정읍시 태인면(5218039000)","3,094","1,941","          1.59","1,568","1,526","          1.03"
"전북특별자치도 정읍시 감곡면(5218040000)","2,574","1,657","          1.55","1,350","1,224","          1.10"
"전북특별자치도 정읍시 옹동면(5218041000)","1,539","970","          1.59","793","746","          1.06"
"전북특별자치도 정읍시 칠보면(5218042000)","2,068","1,231","          1.68","1,072","996","          1.08"
"전북특별자치도 정읍시 산내면(5218043000)","1,150","761","          1.51","582","568","          1.02"
"전북특별자치도 정읍시 산외면(5218044000)","1,906","1,207","          1.58","991","915","          1.08"
"전북특별자치도 정읍시 수성동(5218051000)","15,596","8,478","          1.84","7,909","7,687","          1.03"
"전북특별자치도 정읍시 장명동(5218052000)","2,608","1,393","          1.87","1,308","1,300","          1.01"
"전북특별자치도 정읍시 내장상동(5218053500)","20,127","9,201","          2.19","9,758","10,369","          0.94"
"전북특별자치도 정읍시 시기동(5218054500)","2,882","1,578","          1.83","1,335","1,547","          0.86"
"전북특별자치도 정읍시 초산동(5218056500)","9,635","4,269","          2.26","4,774","4,861","          0.98"
"전북특별자치도 정읍시 연지동(5218057000)","5,499","2,889","          1.90","2,706","2,793","          0.97"
"전북특별자치도 정읍시 농소동(5218058000)","5,259","2,727","          1.93","2,619","2,640","          0.99"
"전북특별자치도 정읍시 상교동(5218059500)","3,945","2,473","          1.60","2,037","1,908","          1.07"
"전북특별자치도 남원시 (5219000000)","73,604","39,851","          1.85","36,214","37,390","          0.97"
"전북특별자치도 남원시 운봉읍(5219025000)","3,435","2,033","          1.69","1,687","1,748","          0.97"
"전북특별자치도 남원시 주천면(5219031000)","2,390","1,355","          1.76","1,219","1,171","          1.04"
"전북특별자치도 남원시 수지면(5219032000)","1,006","600","          1.68","508","498","          1.02"
"전북특별자치도 남원시 송동면(5219033000)","1,769","1,034","          1.71","907","862","          1.05"
"전북특별자치도 남원시 주생면(5219034000)","1,660","1,008","          1.65","824","836","          0.99"
"전북특별자치도 남원시 금지면(5219035000)","2,010","1,218","          1.65","963","1,047","          0.92"
"전북특별자치도 남원시 대강면(5219036000)","1,361","887","          1.53","672","689","          0.98"
"전북특별자치도 남원시 대산면(5219037000)","1,416","731","          1.94","738","678","          1.09"
"전북특별자치도 남원시 사매면(5219038000)","1,398","780","          1.79","729","669","          1.09"
"전북특별자치도 남원시 덕과면(5219039000)","901","559","          1.61","465","436","          1.07"
"전북특별자치도 남원시 보절면(5219040000)","1,244","802","          1.55","622","622","          1.00"
"전북특별자치도 남원시 산동면(5219041000)","1,563","970","          1.61","794","769","          1.03"
"전북특별자치도 남원시 이백면(5219042000)","2,048","1,139","          1.80","996","1,052","          0.95"
"전북특별자치도 남원시 아영면(5219045000)","1,755","1,042","          1.68","907","848","          1.07"
"전북특별자치도 남원시 산내면(5219046000)","1,949","1,165","          1.67","967","982","          0.98"
"전북특별자치도 남원시 인월면(5219047000)","2,635","1,494","          1.76","1,309","1,326","          0.99"
"전북특별자치도 남원시 동충동(5219051000)","2,767","1,525","          1.81","1,329","1,438","          0.92"
"전북특별자치도 남원시 죽항동(5219052000)","2,772","1,687","          1.64","1,283","1,489","          0.86"
"전북특별자치도 남원시 노암동(5219054000)","5,748","2,916","          1.97","2,819","2,929","          0.96"
"전북특별자치도 남원시 금동(5219055000)","5,670","3,015","          1.88","2,681","2,989","          0.90"
"전북특별자치도 남원시 왕정동(5219056000)","5,327","2,627","          2.03","2,576","2,751","          0.94"
"전북특별자치도 남원시 향교동(5219057000)","6,300","3,672","          1.72","3,188","3,112","          1.02"
"전북특별자치도 남원시 도통동(5219059000)","16,480","7,592","          2.17","8,031","8,449","          0.95"
"전북특별자치도 김제시 (5221000000)","81,585","44,785","          1.82","40,946","40,639","          1.01"
"전북특별자치도 김제시 만경읍(5221025000)","2,521","1,555","          1.62","1,308","1,213","          1.08"
"전북특별자치도 김제시 죽산면(5221032000)","2,275","1,450","          1.57","1,132","1,143","          0.99"
"전북특별자치도 김제시 백산면(5221033000)","3,965","2,181","          1.82","2,072","1,893","          1.09"
"전북특별자치도 김제시 용지면(5221034000)","3,267","1,898","          1.72","1,704","1,563","          1.09"
"전북특별자치도 김제시 백구면(5221035000)","3,512","2,059","          1.71","1,762","1,750","          1.01"
"전북특별자치도 김제시 부량면(5221036000)","1,257","747","          1.68","628","629","          1.00"
"전북특별자치도 김제시 공덕면(5221038000)","2,420","1,344","          1.80","1,284","1,136","          1.13"
"전북특별자치도 김제시 청하면(5221039000)","1,612","956","          1.69","824","788","          1.05"
"전북특별자치도 김제시 성덕면(5221040000)","1,659","1,014","          1.64","878","781","          1.12"
"전북특별자치도 김제시 진봉면(5221041000)","2,377","1,526","          1.56","1,163","1,214","          0.96"
"전북특별자치도 김제시 금구면(5221042000)","5,950","3,110","          1.91","3,062","2,888","          1.06"
"전북특별자치도 김제시 봉남면(5221043000)","2,071","1,327","          1.56","1,025","1,046","          0.98"
"전북특별자치도 김제시 황산면(5221044000)","1,826","1,097","          1.66","944","882","          1.07"
"전북특별자치도 김제시 금산면(5221045000)","4,332","2,710","          1.60","2,171","2,161","          1.00"
"전북특별자치도 김제시 광활면(5221046000)","1,227","731","          1.68","630","597","          1.06"
"전북특별자치도 김제시 요촌동(5221051000)","10,817","5,586","          1.94","5,423","5,394","          1.01"
"전북특별자치도 김제시 신풍동(5221052000)","12,270","6,136","          2.00","5,965","6,305","          0.95"
"전북특별자치도 김제시 검산동(5221054000)","11,887","6,065","          1.96","5,831","6,056","          0.96"
"전북특별자치도 김제시 교월동(5221058000)","6,340","3,293","          1.93","3,140","3,200","          0.98"
"전북특별자치도 완주군 (5271000000)","100,642","50,558","          1.99","51,729","48,913","          1.06"
"전북특별자치도 완주군 삼례읍(5271025000)","22,480","11,503","          1.95","11,663","10,817","          1.08"
"전북특별자치도 완주군 봉동읍(5271025300)","24,174","11,092","          2.18","12,641","11,533","          1.10"
"전북특별자치도 완주군 용진읍(5271025600)","11,040","5,429","          2.03","5,553","5,487","          1.01"
"전북특별자치도 완주군 상관면(5271032000)","3,984","2,100","          1.90","2,070","1,914","          1.08"
"전북특별자치도 완주군 이서면(5271033000)","15,494","7,652","          2.02","7,697","7,797","          0.99"
"전북특별자치도 완주군 소양면(5271034000)","5,610","2,892","          1.94","2,874","2,736","          1.05"
"전북특별자치도 완주군 구이면(5271035000)","5,550","3,006","          1.85","2,831","2,719","          1.04"
"전북특별자치도 완주군 고산면(5271036000)","4,274","2,314","          1.85","2,220","2,054","          1.08"
"전북특별자치도 완주군 비봉면(5271037000)","1,734","981","          1.77","914","820","          1.11"
"전북특별자치도 완주군 운주면(5271038000)","1,862","1,160","          1.61","934","928","          1.01"
"전북특별자치도 완주군 화산면(5271039000)","2,488","1,298","          1.92","1,322","1,166","          1.13"
"전북특별자치도 완주군 동상면(5271040000)","1,031","585","          1.76","547","484","          1.13"
"전북특별자치도 완주군 경천면(5271041000)","921","546","          1.69","463","458","          1.01"
"전북특별자치도 진안군 (5272000000)","24,930","14,179","          1.76","12,742","12,188","          1.05"
"전북특별자치도 진안군 진안읍(5272025000)","9,895","5,241","          1.89","5,016","4,879","          1.03"
"전북특별자치도 진안군 용담면(5272031000)","879","591","          1.49","442","437","          1.01"
"전북특별자치도 진안군 안천면(5272032000)","1,050","605","          1.74","521","529","          0.98"
"전북특별자치도 진안군 동향면(5272033000)","1,340","822","          1.63","661","679","          0.97"
"전북특별자치도 진안군 상전면(5272034000)","858","506","          1.70","435","423","          1.03"
"전북특별자치도 진안군 백운면(5272035000)","2,001","1,238","          1.62","1,061","940","          1.13"
"전북특별자치도 진안군 성수면(5272036000)","1,752","1,071","          1.64","899","853","          1.05"
"전북특별자치도 진안군 마령면(5272037000)","1,711","1,001","          1.71","881","830","          1.06"
"전북특별자치도 진안군 부귀면(5272038000)","2,942","1,612","          1.83","1,511","1,431","          1.06"
"전북특별자치도 진안군 정천면(5272039000)","1,096","602","          1.82","577","519","          1.11"
"전북특별자치도 진안군 주천면(5272040000)","1,406","890","          1.58","738","668","          1.10"
"전북특별자치도 무주군 (5273000000)","23,455","13,465","          1.74","11,842","11,613","          1.02"
"전북특별자치도 무주군 무주읍(5273025000)","9,529","4,855","          1.96","4,774","4,755","          1.00"
"전북특별자치도 무주군 무풍면(5273031000)","2,095","1,324","          1.58","1,072","1,023","          1.05"
"전북특별자치도 무주군 설천면(5273032000)","3,899","2,336","          1.67","1,991","1,908","          1.04"
"전북특별자치도 무주군 적상면(5273033000)","2,551","1,590","          1.60","1,288","1,263","          1.02"
"전북특별자치도 무주군 안성면(5273034000)","4,037","2,488","          1.62","2,014","2,023","          1.00"
"전북특별자치도 무주군 부남면(5273035000)","1,344","872","          1.54","703","641","          1.10"
"전북특별자치도 장수군 (5274000000)","21,184","11,959","          1.77","10,711","10,473","          1.02"
"전북특별자치도 장수군 장수읍(5274025000)","7,281","3,836","          1.90","3,638","3,643","          1.00"
"전북특별자치도 장수군 산서면(5274031000)","1,913","1,127","          1.70","975","938","          1.04"
"전북특별자치도 장수군 번암면(5274032000)","2,188","1,343","          1.63","1,125","1,063","          1.06"
"전북특별자치도 장수군 장계면(5274033500)","4,193","2,305","          1.82","2,136","2,057","          1.04"
"전북특별자치도 장수군 천천면(5274034000)","1,999","1,227","          1.63","993","1,006","          0.99"
"전북특별자치도 장수군 계남면(5274035000)","2,094","1,215","          1.72","1,058","1,036","          1.02"
"전북특별자치도 장수군 계북면(5274036000)","1,516","906","          1.67","786","730","          1.08"
